date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,llm_sentiment,Change_percentage,Article
2018-06-14,ADBE,258.1000061035156,258.9100036621094,256.5799865722656,257.1499938964844,5618300.0,3.0,5.850034430526847,260.4335948476964,234.68240399263567,65.660709552525,138.79810544628484,29.52197542095877,243.54666646321616,232.7770006815593,12.119999885559082,89.06090285872241,4.0,0.3608340888485948,"Adobe (ADBE) is set to report second quarter fiscal 2018 earnings results after the closing bell Thursday.
For the quarter that ended May, Wall Street expect Adobe to report $1.54 per share on revenue of $2.16 billion, translating to year-over-year growth of 51% and 21.6%, respectively. For the full year, ending November, earnings are expected to rise 50% year over year to $6.46 per share, while full-year revenue of $8.84 billion would climb 21% year over year.
The company’s strong cloud execution, particularly in its Marketing Cloud segment where it competes with the likes of Oracle (ORCL) and Salesforce (CRM), has been nothing short of remarkable. Driven by large Marketing Cloud customers such as Verizon (VZ), UPS (UPS) and Pandora (P), among others, Adobe’s decision to focus on high-potential segments like enterprise services has paid significant dividends.
Elsewhere, the company’s Creative Cloud segments is witnessing better-than-expected subscription adoption among government and educational institutions. Still, for the shares to continue their strong momentum run, the San Jose, Calif.-based software giant on Thursday must deliver a top- and bottom-line beat, while issuing confident guidance.
Beyond the headline numbers, analysts will look for strength in gross margins, which should assuage concerns about the stock’s valuation. Wall Street will also focus on the company’s subscription growth as a sign of predictable revenue. Currently, some 90% of total revenues are now subscription-based. While that number might be tougher to grow, any sign of erosion may spook investors.
Finally, as of last quarter, the company had an impressive $4.3 billion in net cash, thanks to its surging cash flow rate (reached $1 billion in Q1). Can that figure continue to climb? And will management deploy that cash towards M&A or towards rewarding shareholders with a dividend — something analysts would love to see?
Despite the company’s solid cash, earnings and revenue position, bears are often quick to point out Adobe’s valuation, which has surpassed those of its software peers. Indeed, the stock, which has risen 47% year to date, including 8% over the past month, currently trades at 40 times fiscal 2018 estimates of $6.46 per share, which is more than twice the average stock in the S&P 500 Index.
At the same time, as I pointed out above, Adobe’s estimate of $6.46 per share calls for 50% year-over-year growth. Not many S&P 500 stocks are growing revenue at that rate, much less profits. And from my vantage point, given the company’s strong fundamentals, combined with its consistent execution, it would be a mistake to part with this winner today.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
2018-06-14,AMD,16.25,16.790000915527344,15.579999923706056,16.6200008392334,113048600.0,3.0,1.1065761446488531,16.752203788200255,11.928796063026551,71.10278481938403,143.01675707875674,65.4191661664537,13.524999904632567,11.878499952952067,12.119999885559082,89.06090285872241,4.0,0.21577515865820507,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips
It's been quite the roller coaster for Micron Technology, Inc. (NASDAQ: MU ) stock of late. A long bull run driven by strengthening pricing in DRAM and NAND sent the stock above $60 for the first time in 18 years back in March. Within weeks, MU stock was near $45.
A quick rally followed to a new multiyear high, only for more choppiness to follow the past few sessions. An analyst downgrade, concerns about a regulatory investigation in China, and continuing pricing concerns all have added to the volatility in Micron stock.
I'd expect that volatility to continue for the foreseeable future. Micron is one of the most cyclical stocks in the market, and clearly, some investors are getting nervous. A sub-6x forward P/E multiple seems ridiculous in the context of recent growth, but given the huge swings in pricing, and profits, Micron has seen in the past, it makes some sense.
Micron should look cheap on an earnings basis, particularly at this point in the cycle. But that aside, MU stock still is too cheap, as I've argued several times in the past. The question for bullish investors is whether they want to ride out the volatility - or try to take advantage of it.
Bad News Follows Good News
The new late May high near $65 for MU stock appeared well deserved. The stock had slumped coming out of fiscal Q2 earnings in March, despite a solid beat and strong guidance for Q3.
20 Long-Term Value Stocks With Hulking Upside
As the calendar turned to May, however, pricing in both NAND and DRAM appeared strong. Analysts got behind the stock, with RBC Capital projecting nearly 50% upside . And as I wrote last month, the company's Analyst Day provided more good news, notably with even better guidance for Q3 and a $10-billion share repurchase authorization .
But a week later, Morgan Stanley (NYSE: MS ) would downgrade MU stock, sending it tumbling. The cut was largely a valuation call, as James Brumley pointed out, but analyst Joseph Moore also raised concerns about pricing and demand . Two days later, reports of a Chinese investigation into DRAM price-fixing added more pressure.
And so the tug-of-war over MU stock continues. Bulls tend to look at current results and the seemingly insanely low valuation. Bears are looking for the inevitable crash around the corner. Micron stock seems stuck in the middle.
Stick With MU Stock
For now, Micron stock seems worth hanging on to. Again, the stock isn't as cheap as earnings multiples suggest. Cyclical concerns are real. The Chinese investigation could lead to lower DRAM prices in that market.
Micron, Samsung Electronics Co Ltd (OTCMKTS: SSNLF ) and SK Hynix could make voluntary concessions along the way. NAND maker Western Digital Corp (NASDAQ: WDC ) has instituted a buyback of its own, though WDC's recent weakness could portend trouble for Micron in that offering.
Still, demand looks solid across the chip space. Advanced Micro Devices, Inc. (NASDAQ: AMD ), Nvidia Corporation (NASDAQ: NVDA ) and even Intel Corporation (NASDAQ: INTC ) all continue to rally. In memory, demand should stay strong, particularly given an increasing diversification away from the flat or declining PC business.
And again, MU stock is cheap. The current earnings multiple already incorporates some level of pricing weakness going forward. It's not as if the stock is trading at 15x earnings, and bears are arguing that profits are going to decline. Most bulls, too, accept that the cycle will turn at some point. The argument comes down to when, and how big that turn proves to be.
Profiting From Volatility
Meanwhile, some of the volatility could offer a better entry point for investors to build or add to their positions in MU. Chris Tyler detailed a bullish option spread on the stock last week. And investors - particularly those with big gains - can use options to protect their capital.
Indeed, far out-of-the-money puts still look rather cheap. The Jan 2019 $30 put, for instance, is offered at just $0.13.
That's a premium of less than a quarter of a percentage point of the current price, offering protection against what admittedly would be a nearly unprecedented crash in MU stock. But note that MU did fall more than 50% in the first seven months of 2015. When the cycle turns in memory, it can turn violently.
There Still Is Plenty Upside Left for Micron Technology, Inc. Stock
All told, a straight bet on Micron stock still looks profitable. But the caution I advised back in March is worth having again at these levels. Long term, MU stock still has upside. In the near term, the road may be bumpy indeed.
As of this writing, Vince Martin has no positions in any securities mentioned.
More From InvestorPlace
20 Stocks With Renewed Bull Cases After Trump-Kim Summit
7 Stocks That Could Take a Trade-War Hit
7 Women-Led S&P 500 Companies to Own for the Long Haul
The 10 Stocks That Will Push the Dow Over 30K
Compare Brokers
The post Ride Out the Volatility in Micron Technology, Inc. Stock appeared first on InvestorPlace .
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
2018-06-14,CSCO,36.407501220703125,44.810001373291016,44.04999923706055,44.22999954223633,24020500.0,3.0,-0.0106229590369011,36.25735075742017,34.76048562258471,54.40791296632136,23.549964530738183,12.911592660800023,36.04985682169596,35.55918076833089,12.119999885559082,89.06090285872241,3.0,0.4551223934723483,"AI, SOAR, Containers: Investors Predict What's Next For Cybersecurity"
2018-06-14,EBAY,35.23910140991211,39.66999816894531,38.95000076293945,39.52000045776367,9353400.0,3.0,0.2552634038368424,37.03581846388297,33.17673990098519,48.3269009503231,53.91531140014949,9.26994739762124,34.89002507527669,35.52478192647298,12.119999885559082,89.06090285872241,0.0,,
2018-06-14,GOOGL,57.79598617553711,58.29949951171875,57.52999877929688,57.61050033569336,35422000.0,3.0,1.07316682618125,58.80844625491422,52.078678760344566,59.48462033112661,129.7886513324053,28.994979481897893,54.84539744059245,53.31453901926677,12.119999885559082,89.06090285872241,0.0,,
2018-06-14,MNST,28.024999618530277,28.09499931335449,27.834999084472656,28.09499931335449,4627200.0,3.0,0.4885224011881064,28.645584912199745,23.348915057282674,54.36401490381698,145.1171003743832,34.42664134227375,25.7501667658488,26.940833377838132,12.119999885559082,89.06090285872241,0.0,,
2018-06-14,NFLX,392.8699951171875,395.0299987792969,383.25,384.2699890136719,14598300.0,3.0,13.745204824888276,389.0330296428595,319.7719721881952,71.47515003454811,177.66335640421042,59.58871107911229,344.7396677652995,325.8653345743815,12.119999885559082,89.06090285872241,3.0,0.6799637352674521,Netflix To Announce Q2 Results July 16th ~4:05pm ET
2018-06-14,NVDA,6.608810901641846,6.730000019073486,6.590499877929688,6.605500221252441,430016000.0,3.0,0.1512198836168172,6.736559818713111,5.912672044308739,60.73848941225457,125.03689573466822,31.1139560620916,6.269020398457845,5.957535362243652,12.119999885559082,89.06090285872241,4.0,0.47567240858265336,"Stocks That Made New 52 Week Highs Today Include: Zoetis, Fortive, VeriSign, CF Industries, Ansys, Facebook, IDEXX, Fiserv, Global Payments, CA, Akamai, AES, NVIDIA, Align Tech, and Adobe"
2018-06-15,NVDA,6.567956924438477,6.686999797821045,6.583749771118164,6.614999771118164,432260000.0,4.0,0.1493399982402685,6.761426263072492,5.931639284870624,59.74410087062621,108.19444882103996,30.18246570305545,6.295773283640544,5.964490413665772,11.979999542236328,162.72023938179274,0.0,,
2018-06-15,NFLX,391.9800109863281,398.8599853515625,387.510009765625,390.7099914550781,13588100.0,4.0,14.825097297361708,393.3824496321376,322.0985531754796,71.0414846631996,173.19859800533175,61.68103934677917,347.41600138346354,327.12366790771483,11.979999542236328,162.72023938179274,3.0,0.23995164702326965,"Stocks That Made New 52 Week Highs Today Include: Zoetis, Fortive, VeriSign, CF Industries, Ansys, Facebook, IDEXX, Fiserv, Global Payments, CA, Akamai, AES, NVIDIA, Align Tech, and Adobe"
